areasymbol,areaname,musym,natmusym,muname,map_order,mukey,dmu_nasis_group,coiid,compname,localphase,comppct_r,comp_acres,majcompflag,compkind,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,particle_size_class,diag_features,temp_regime,moisture_subclass,moisture_regime,MLRA_NASIS,ecosite_id,ecosite_name,rangeprod_l,rangeprod_r,rangeprod_h,oth_veg_class_type,oth_veg_class_id,oth_veg_class_name,coforprod_plantsyms,coeplants_plantsyms,cocanopy_plantsyms,map_l_in,map_r_in,map_h_in,maat_l_f,maat_r_f,maat_h_f,ffd_l,ffd_r,ffd_h,elev_l_ft,elev_r_ft,elev_h_ft,slope_l,slope_r,slope_h,aspect_rep,aspect_cw,aspect_ccw,landscape,landform,geomorph_comp,hillslope_profile,slope_shp_across_down,parent_material,restrict_kind,restrict_depth_l_in,restrict_depth_r_in,restrict_depth_h_in,soil_depth_l_in,soil_depth_r_in,soil_depth_h_in,o_horizon_depth_in,ksat_l_0_10_in,ksat_l_10_40_in,ksat_l_0_40_in,awc_l_0_10_in,awc_r_0_10_in,awc_h_0_10_in,awc_l_0_40_in,awc_r_0_40_in,awc_h_0_40_in,surf_texture,frags_r_2mm_3in_on_surf,frags_lo_2mm_3in_on_surf,frags_hi_2mm_3in_on_surf,frags_r_gt_3in_on_surf,frags_lo_gt_3in_on_surf,frags_hi_gt_3in_on_surf,surfhzn_frags_r_2mm-3in,surfhzn_frags_r_gt_3in,subsurf_frags_r_2mm-3in,subsurf_frags_lo_2mm-3in,subsurf_frags_hi_2mm-3in,subsurf_frags_r_gt_3in,subsurf_frags_lo_gt_3in,subsurf_frags_hi_gt_3in,albedo_dry_r,clay_r_surf_,clay_r_max_0_20in,surf_structure,pH_l_0_10in,pH_h_0_10in,pH_l_10_40in,pH_h_10_40in,CaCO3_l_0_10in,CaCO3_h_0_10in,CaCO3_l_10_40in,CaCO3_h_10_40in,SAR_l_0_10in,SAR_h_0_10in,SAR_l_10_40in,SAR_h_10_40in,EC_l_0_10in,EC_h_0_10in,EC_l_10_40in,EC_h_10_40in,water_table_l_in,water_table_h_in,water_table_months,drainage_class,flood_freq,flood_dur,pond_freq,pond_dur,pond_depth_h,pond_depth_l,pond_depth_rv
CA792,"Sequoia and Kings Canyon National Parks, California",3152,2twpn,"Bellecanyon-Kanawyer complex, 2 to 30 percent slopes",order 3,2766864,2-SON SEKI,2669472,Cahoon,,10,910,no,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,loamy-skeletal,"umbric epipedon(3-24), cambic horizon(24-40), redox concentrations(24-59)",Frigid,Typic,Xeric,22A,F022AD101CA,Frigid Shoulders And Slopes,,,,,,,,,,30,35,46,39,41,45,85,95,115,8200,8630,9470,2,7,20,70,360,0,mountains,outwash plains on plateaus,mountainbase,footslope,"linear/linear, linear/concave",outwash over till derived from granite,,,,,,59,,3,moderately high,moderately high,moderately high,0.8,1.2,1.8,2.2,3,5.5,SL,1,2,28,10,1,14,0,0,23,12,25,13,13,31,0.17,8,15,weak fine subangular blocky structure,4.5,5.5,4.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,20,30,"May, June, July",moderately well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3152,2twpn,"Bellecanyon-Kanawyer complex, 2 to 30 percent slopes",order 3,2766864,2-SON SEKI,2669515,Dorst,moist,5,455,no,series,Inceptisols,Xerepts,Humixerepts,Lithic Humixerepts,sandy-skeletal,"umbric epipedon(0-10), lithic contact(19-79)",Frigid,Typic,Xeric,22A,R022AD007CA,"Bedrock, Shallow Slopes",,,,,,,,,,30,35,46,39,41,45,85,95,115,6730,8250,9470,15,30,45,115,360,0,mountains,structural benches on plateaus,mountainbase,"backslope, shoulder",convex/convex,colluvium over residuum weathered from granite,Lithic bedrock,10,19,20,,19,,0,high,high,high,0.2,0.7,0.8,0.3,1.1,1.3,LS,15,2,33,21,4,66,10,3,18,19,48,4,6,20,0.16,4,5,weak medium granular structure,5.1,6,5.1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3152,2twpn,"Bellecanyon-Kanawyer complex, 2 to 30 percent slopes",order 3,2766864,2-SON SEKI,2775949,Tigerlily,,5,455,no,series,Inceptisols,Aquepts,Humaquepts,Hydraquentic Humaquepts,loamy-skeletal,"histic epipedon(0-9), aquic conditions(0-79)",Frigid,Typic,Aquic,22A,F022AX005CA,Discharge slopes and moist toeslopes,,,,,,,,,,30,35,46,39,41,45,85,95,115,6730,8840,9470,3,10,30,75,360,0,mountains,seeps on plateaus,mountainbase,"footslope, toeslope","linear/linear, linear/concave",organic material over alluvium derived from granite,,,,,,59,,9,moderately high,moderately high,moderately high,2.7,4,5.2,3.1,5,8.4,MPT,1,0,5,3,2,33,0,0,42,17,43,14,10,31,0.09,25,25,structureless massive structure,4.5,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"May, June, July",very poorly,occasional,brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3152,2twpn,"Bellecanyon-Kanawyer complex, 2 to 30 percent slopes",order 3,2766864,2-SON SEKI,2669457,Rock outcrop,granitic,4,364,no,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,30,35,46,39,41,45,85,95,115,6730,8270,9470,15,30,45,180,360,0,mountains,structural benches on plateaus,,,convex/convex,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3152,2twpn,"Bellecanyon-Kanawyer complex, 2 to 30 percent slopes",order 3,2766864,2-SON SEKI,2669525,Funston,,2,182,no,series,Entisols,Aquents,Fluvaquents,Aquandic Fluvaquents,sandy-skeletal,"ochric epipedon(0-7), redox concentrations(11-16), aquic conditions(11-79)",Frigid,Typic,Aquic,22A,F022AX013CA,"Mid-Gradient, Upper Montane B Channel Riparian Complex",,,,,,,,,,30,35,46,39,41,45,85,95,115,6730,8290,9470,1,2,10,165,360,0,mountains,flood-plain steps on plateaus,mountainbase,toeslope,"linear/linear, concave/linear",alluvium derived from granite,,,,,,59,,0,moderately high,high,moderately high,0.3,0.9,1.3,0.6,1.2,2.8,MK-SIL,5,0,5,0,0,10,0,0,43,20,48,9,8,30,0.16,5,15,moderate very fine granular structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"May, June, July",poorly,frequent,brief,occasional,brief,4,0,2
CA792,"Sequoia and Kings Canyon National Parks, California",3152,2twpn,"Bellecanyon-Kanawyer complex, 2 to 30 percent slopes",order 3,2766864,2-SON SEKI,2669473,Water,,1,91,no,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,30,35,46,39,41,45,85,95,115,6730,8190,9470,0,1,5,180,360,0,mountains,streams,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3156,2w871,"Cahoon-Kanawyer complex, 2 to 30 percent slopes",order 3,2924868,2-SON SEKI,2669397,Cahoon,,40,2918,yes,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,loamy-skeletal,"umbric epipedon(3-24), cambic horizon(24-40), redox concentrations(24-59)",Frigid,Typic,Xeric,22A,F022AD101CA,Frigid Shoulders And Slopes,,,,,,,,,,19,32,44,37,41,43,80,90,110,8100,8630,10420,2,7,20,70,360,0,mountains,outwash plains on plateaus,mountainbase,footslope,"linear/linear, linear/concave",outwash over till derived from granite,,,,,,59,,3,moderately high,moderately high,moderately high,0.8,1.2,1.8,2.2,3,5.5,SL,1,2,28,10,1,19,0,0,23,12,25,13,13,31,0.17,8,15,weak fine subangular blocky structure,4.5,5.5,4.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,20,30,"May, June, July",moderately well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3156,2w871,"Cahoon-Kanawyer complex, 2 to 30 percent slopes",order 3,2924868,2-SON SEKI,2775930,Kanawyer,,35,2553,yes,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,sandy-skeletal,"umbric epipedon(0-15), densic contact(59-75), densic materials(59-75)",Frigid,Typic,Xeric,22A,F022AD102CA,Cool Moraines,,,,,,,,,,19,32,44,37,41,43,80,90,110,8100,9400,10420,6,15,30,121,360,0,mountains,moraines on plateaus,mountainbase,"backslope, shoulder",convex/convex,till derived from granite,Densic material,39,59,59,,75,,0,high,high,high,0.2,0.6,0.9,0.6,1.2,3,LS,3,1,14,9,2,43,5,3,18,14,31,10,11,36,0.09,5,5,structureless single grain structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3156,2w871,"Cahoon-Kanawyer complex, 2 to 30 percent slopes",order 3,2924868,2-SON SEKI,2775931,Lackey,cool,10,730,no,series,Entisols,Orthents,Xerorthents,Vitrandic Xerorthents,sandy-skeletal,ochric epipedon(0-7),Frigid,Typic,Xeric,22A,F022AD103CA,Very Deep Cryic Slopes,,,,,,,,,,19,32,44,37,41,43,80,90,110,8100,9790,10420,15,45,60,80,90,270,mountains,mountain slopes,mountainbase,"backslope, footslope",linear/linear,colluvium derived from granite,,,,,,59,,3,high,high,high,0.2,0.3,0.9,0.5,1.1,3.2,STV-LS,3,1,19,32,3,57,0,0,27,12,37,11,13,43,0.04,2,15,moderate medium subangular blocky structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3156,2w871,"Cahoon-Kanawyer complex, 2 to 30 percent slopes",order 3,2924868,2-SON SEKI,2669357,Hockett,,8,584,no,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,sandy,"umbric epipedon(0-15), lithic contact(26-79)",Frigid,Typic,Xeric,22A,R022AD009CA,Bedrock Pocket Valley Bottoms,,,,,,,,,,19,32,44,37,41,43,80,90,110,8100,8550,10420,2,7,15,80,360,0,mountains,structural benches on plateaus,mountainbase,"backslope, shoulder",linear/concave,till and/or colluvium over residuum weathered from granite,Lithic bedrock,20,26,39,,26,,0,high,high,high,0.6,1.1,1.4,1.2,2.3,3.7,SL,15,1,24,13,2,38,5,0,14,0,18,3,0,12,0.16,6,6,weak fine granular structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3156,2w871,"Cahoon-Kanawyer complex, 2 to 30 percent slopes",order 3,2924868,2-SON SEKI,2669401,Rock outcrop,granitic,5,365,no,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,19,32,44,37,41,43,80,90,110,8100,9400,10420,15,30,45,180,360,0,mountains,structural benches on plateaus,,,convex/convex,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3156,2w871,"Cahoon-Kanawyer complex, 2 to 30 percent slopes",order 3,2924868,2-SON SEKI,2775950,Tigerlily,,2,146,no,series,Inceptisols,Aquepts,Humaquepts,Hydraquentic Humaquepts,loamy-skeletal,"histic epipedon(0-9), aquic conditions(0-79)",Frigid,Typic,Aquic,22A,F022AX005CA,Discharge slopes and moist toeslopes,,,,,,,,,,19,32,44,37,41,43,80,90,110,8100,8840,10420,3,10,15,75,360,0,mountains,seeps on plateaus,mountainbase,"footslope, toeslope","linear/linear, linear/concave",organic material over alluvium derived from granite,,,,,,59,,9,moderately high,moderately high,moderately high,2.7,4,5.2,3.1,5,8.4,MPT,1,0,5,3,2,33,0,0,42,17,43,14,10,31,0.09,25,25,structureless massive structure,4.5,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"May, June, July",very poorly,occasional,brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3227,2t8zn,"Lackey-Hockett complex, 2 to 30 percent slopes",order 3,2924637,2-SON SEKI,2775952,Lackey,,50,480,yes,series,Entisols,Orthents,Xerorthents,Vitrandic Xerorthents,sandy-skeletal,ochric epipedon(0-7),Frigid,Typic,Xeric,22A,F022AD102CA,Cool Moraines,,,,,,,,,,32,41,47,37,39,44,65,85,105,7330,8230,9780,3,20,30,335,360,0,mountains,moraines on glacial-valley floors,mountainbase,footslope,"linear/linear, convex/convex",till derived from igneous and metamorphic rock,,,,,,51,,1,high,high,high,0.1,0.3,0.8,0.4,0.7,2.9,CB-LS,2,1,14,17,2,43,0,0,28,10,34,20,15,49,0.17,2,15,weak very thick platy structure parts to weak medium subangular blocky structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3227,2t8zn,"Lackey-Hockett complex, 2 to 30 percent slopes",order 3,2924637,2-SON SEKI,2775951,Hockett,,20,192,yes,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,sandy,"umbric epipedon(0-15), lithic contact(26-79)",Frigid,Typic,Xeric,22A,R022AD009CA,Bedrock Pocket Valley Bottoms,,,,,,,,,,32,41,47,37,39,44,65,85,105,7330,8550,9780,2,7,15,80,360,0,mountains,structural benches on glacial-valley floors,mountainbase,footslope,linear/concave,colluvium over residuum weathered from igneous and metamorphic rock,Lithic bedrock,20,26,39,,26,,0,high,high,high,0.6,1.1,1.4,1.2,2.3,3.7,SL,15,1,24,13,2,38,5,0,14,0,18,3,0,12,0.16,6,6,weak fine granular structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3227,2t8zn,"Lackey-Hockett complex, 2 to 30 percent slopes",order 3,2924637,2-SON SEKI,2669480,Funston,,13,125,no,series,Entisols,Aquents,Fluvaquents,Aquandic Fluvaquents,sandy-skeletal,"ochric epipedon(0-7), redox concentrations(11-16), aquic conditions(11-79)",Frigid,Typic,Aquic,22A,F022AX013CA,"Mid-Gradient, Upper Montane B Channel Riparian Complex",,,,,,,,,,32,41,47,37,39,44,65,85,105,7330,8290,9780,0,2,6,165,360,0,mountains,flood-plain steps on glacial-valley floors,mountainbase,toeslope,linear/linear,alluvium derived from igneous and metamorphic rock,,,,,,59,,0,moderately high,high,moderately high,0.3,0.9,1.3,0.6,1.2,2.8,MK-SIL,5,0,5,0,0,10,0,0,43,20,48,9,8,30,0.16,5,15,moderate very fine granular structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"May, June, July",poorly,frequent,brief,occasional,brief,4,0,2
CA792,"Sequoia and Kings Canyon National Parks, California",3227,2t8zn,"Lackey-Hockett complex, 2 to 30 percent slopes",order 3,2924637,2-SON SEKI,2417685,Tigerlily,,9,86,no,series,Inceptisols,Aquepts,Humaquepts,Hydraquentic Humaquepts,loamy-skeletal,"hemic soil materials(0-6), histic epipedon(0-9), aquic conditions(0-79), sapric soil materials(6-9)",Frigid,Typic,Aquic,22A,F022AX005CA,Discharge slopes and moist toeslopes,,,,,,,,,,32,41,47,37,39,44,65,85,105,7330,8840,9780,3,10,15,75,360,0,mountains,seeps on glacial-valley floors,mountainbase,"footslope, toeslope","linear/linear, linear/concave",organic material over alluvium derived from igneous and metamorphic rock,,,,,,59,,9,moderately high,moderately high,moderately high,2.7,3.9,4.9,3.1,4.8,8.1,MPT,1,0,5,3,2,33,0,0,42,17,43,14,10,31,0.09,25,25,structureless massive structure,4.5,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"May, June, July",very poorly,occasional,brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3227,2t8zn,"Lackey-Hockett complex, 2 to 30 percent slopes",order 3,2924637,2-SON SEKI,2250200,Rock outcrop,metamorphic,5,48,no,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,32,41,47,37,39,44,65,85,105,7330,8230,9780,0,8,15,180,360,0,mountains,structural benches on glacial-valley floors,mountainbase,footslope,convex/convex,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3227,2t8zn,"Lackey-Hockett complex, 2 to 30 percent slopes",order 3,2924637,2-SON SEKI,2669476,Water,,3,29,no,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,32,41,47,37,39,44,65,85,105,7330,8230,9780,0,1,5,180,360,0,mountains,streams,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3234,2w879,"Marmot-Mineralking, avalanche-Mineralking complex, 30 to 70 percent slopes",order 3,2924867,2-SON SEKI,2588480,Marmot,,30,1809,yes,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,loamy-skeletal,"umbric epipedon(1-26), lithic contact(26-79)",Frigid,Typic,Xeric,22A,R022AD002CA,Gravely Bedrock Slopes,,,,,,,,,,29,34,43,39,41,48,80,95,150,5990,7770,10290,30,45,60,175,360,0,mountains,structural benches on glacial-valley walls,center third of mountainflank,backslope,linear/linear,colluvium over residuum weathered from metamorphic rock,Lithic bedrock,20,26,39,,26,,1,moderately high,moderately high,moderately high,0.3,0.6,1.2,0.7,1.2,2.9,GRV-SL,2,4,33,25,6,100,0,0,30,16,34,15,15,41,0.23,8,15,"weak fine subangular blocky structure, and weak medium subangular blocky structure",5.1,6,,,0,0,,,0,0,,,0,0,,,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3234,2w879,"Marmot-Mineralking, avalanche-Mineralking complex, 30 to 70 percent slopes",order 3,2924867,2-SON SEKI,2669481,Mineralking,avalanche,20,1206,yes,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,loamy-skeletal,"umbric epipedon(0-12), cambic horizon(12-37)",Frigid,Typic,Xeric,22A,R022AD001CA,Cobbly Moist Avalanche Slopes Merged with D005,,,,,,,,,,29,34,43,39,41,48,80,95,150,5990,9300,10290,30,42,60,230,360,0,mountains,talus slopes on glacial-valley walls,lower third of mountainflank,"backslope, footslope",convex/linear,colluvium derived from igneous and metamorphic rock,,,,,,59,,0,high,moderately high,moderately high,0.7,1.1,1.5,1.7,3.6,4.9,ST-FSL,15,1,24,10,6,100,15,10,19,12,26,13,13,38,0.23,5,7,weak medium subangular blocky structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3234,2w879,"Marmot-Mineralking, avalanche-Mineralking complex, 30 to 70 percent slopes",order 3,2924867,2-SON SEKI,2588482,Mineralking,,15,905,yes,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,loamy-skeletal,"umbric epipedon(1-11), cambic horizon(11-24)",Frigid,Typic,Xeric,22A,F022AD103CA,Very Deep Cryic Slopes,,,,,,,,,,29,34,43,39,41,48,80,95,150,5990,8560,10290,30,62,70,248,360,0,mountains,glacial-valley walls,center third of mountainflank,backslope,linear/linear,colluvium derived from igneous and metamorphic rock,,,,,,63,,1,moderately high,moderately high,moderately high,0.7,1.5,2.3,1.6,4.2,6.5,GR-FSL,10,1,19,5,3,57,0,0,25,20,40,5,5,28,0.16,6,15,weak very fine subangular blocky structure parts to weak very fine granular structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3234,2w879,"Marmot-Mineralking, avalanche-Mineralking complex, 30 to 70 percent slopes",order 3,2924867,2-SON SEKI,2588479,Rock outcrop,metamorphic,10,603,no,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,29,34,43,39,41,48,80,95,150,5990,8300,10290,30,60,100,180,360,0,mountains,glacial-valley walls,free face,"backslope, shoulder",convex/convex,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3234,2w879,"Marmot-Mineralking, avalanche-Mineralking complex, 30 to 70 percent slopes",order 3,2924867,2-SON SEKI,2775954,Windowpeak,dry,10,603,no,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,sandy-skeletal,umbric epipedon(1-27),Frigid,Typic,Xeric,22A,R022AD003CA,Gravelly Southern Slopes,,,,,,,,,,29,34,43,39,41,48,80,95,150,5990,8400,10290,30,50,60,210,360,0,mountains,glacial-valley walls,lower third of mountainflank,footslope,"linear/linear, convex/linear",colluvium derived from igneous and metamorphic rock,,,,,,59,,1,high,high,high,0.2,0.7,0.9,0.8,1.8,2.3,CB-LS,10,1,19,8,3,52,0,0,18,13,30,13,13,43,0.09,5,15,weak fine granular structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3234,2w879,"Marmot-Mineralking, avalanche-Mineralking complex, 30 to 70 percent slopes",order 3,2924867,2-SON SEKI,2775956,Typic Xerorthents,metamorphic,10,603,no,family,Entisols,Orthents,Xerorthents,Typic Xerorthents,sandy-skeletal,ochric epipedon(0-7),Frigid,Typic,Xeric,22A,R022AD010CA,Frigid Talus Slopes,,,,,,,,,,29,34,43,39,41,48,80,95,150,5990,8780,10290,45,47,70,163,360,0,mountains,talus slopes on glacial-valley walls,lower third of mountainflank,"backslope, footslope",convex/linear,colluvium derived from igneous and metamorphic rock,,,,,,79,,0,high,high,high,0.1,0.1,0.4,0.4,0.7,1.3,CB,5,2,28,62,19,100,36,60,28,21,31,16,16,55,0.16,0,2,structureless single grain structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3234,2w879,"Marmot-Mineralking, avalanche-Mineralking complex, 30 to 70 percent slopes",order 3,2924867,2-SON SEKI,2775953,Tigerlily,,5,302,no,series,Inceptisols,Aquepts,Humaquepts,Hydraquentic Humaquepts,loamy-skeletal,"histic epipedon(0-9), aquic conditions(0-79)",Frigid,Typic,Aquic,22A,F022AX005CA,Discharge slopes and moist toeslopes,,,,,,,,,,29,34,43,39,41,48,80,95,150,5990,8840,10290,3,10,30,75,360,0,mountains,seeps on glacial-valley walls,lower third of mountainflank,"backslope, footslope","linear/linear, convex/convex",organic material over alluvium derived from igneous and metamorphic rock,,,,,,59,,9,moderately high,moderately high,moderately high,2.7,3.9,4.9,3.1,4.8,8.1,MPT,1,0,5,3,2,33,0,0,42,17,43,14,10,31,0.09,25,25,structureless massive structure,4.5,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"May, June, July",very poorly,occasional,brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3235,2t8zl,"Rock outcrop, metamorphic-Marmot-Windowpeak, dry complex, 30 to 100 percent slopes",order 3,2924638,2-SON SEKI,2250172,Rock outcrop,metamorphic,35,2554,yes,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,30,38,46,36,41,45,65,95,120,6170,8730,10420,45,70,100,180,360,0,mountains,glacial-valley walls,free face,"backslope, shoulder",convex/convex,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3235,2t8zl,"Rock outcrop, metamorphic-Marmot-Windowpeak, dry complex, 30 to 100 percent slopes",order 3,2924638,2-SON SEKI,2669504,Marmot,,20,1459,yes,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,loamy-skeletal,"umbric epipedon(1-26), lithic contact(26-79)",Frigid,Typic,Xeric,22A,R022AD002CA,Gravely Bedrock Slopes,,,,,,,,,,30,38,46,36,41,45,65,95,120,6170,7770,10420,30,45,60,175,360,0,mountains,structural benches on glacial-valley walls,center third of mountainflank,backslope,linear/linear,colluvium over residuum weathered from metamorphic rock,Lithic bedrock,20,26,39,,26,,1,moderately high,moderately high,moderately high,0.3,0.6,1.2,0.7,1.2,2.9,GRV-SL,2,4,33,25,6,100,0,0,30,16,34,15,15,41,0.23,8,15,"weak fine subangular blocky structure, and weak medium subangular blocky structure",5.1,6,,,0,0,,,0,0,,,0,0,,,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3235,2t8zl,"Rock outcrop, metamorphic-Marmot-Windowpeak, dry complex, 30 to 100 percent slopes",order 3,2924638,2-SON SEKI,2250177,Windowpeak,dry,15,1094,yes,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,sandy-skeletal,umbric epipedon(1-27),Frigid,Typic,Xeric,22A,R022AD003CA,Gravelly Southern Slopes,,,,,,,,,,30,38,46,36,41,45,65,95,120,6170,8400,10420,30,50,60,210,360,0,mountains,glacial-valley walls,lower third of mountainflank,footslope,"linear/linear, convex/linear",colluvium derived from igneous and metamorphic rock,,,,,,59,,1,high,high,high,0.2,0.7,0.9,0.8,1.8,2.3,CB-LS,10,1,19,8,3,52,0,0,18,13,30,13,13,43,0.09,5,15,weak fine granular structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3235,2t8zl,"Rock outcrop, metamorphic-Marmot-Windowpeak, dry complex, 30 to 100 percent slopes",order 3,2924638,2-SON SEKI,2250173,Windowpeak,cool,10,730,no,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,sandy-skeletal,umbric epipedon(1-33),Frigid,Typic,Xeric,22A,F022AD103CA,Very Deep Cryic Slopes,,,,,,,,,,30,38,46,36,41,45,65,95,120,6170,9280,10420,30,58,60,320,360,0,mountains,glacial-valley walls,center third of mountainflank,backslope,linear/linear,colluvium derived from igneous and metamorphic rock,,,,,,59,,1,high,high,high,0.3,0.5,1.1,0.8,1.5,3.2,CNV-LFS,25,1,24,25,3,57,10,2,43,20,45,6,5,32,0.09,15,15,weak fine subangular blocky structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3235,2t8zl,"Rock outcrop, metamorphic-Marmot-Windowpeak, dry complex, 30 to 100 percent slopes",order 3,2924638,2-SON SEKI,2669406,Mineralking,avalanche,10,730,no,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,loamy-skeletal,"umbric epipedon(0-12), cambic horizon(12-37)",Frigid,Typic,Xeric,22A,R022AD001CA,Cobbly Moist Avalanche Slopes Merged with D005,,,,,,,,,,30,38,46,36,41,45,65,95,120,6170,9300,10420,30,42,60,230,360,0,mountains,talus slopes on glacial-valley walls,center third of mountainflank,"backslope, footslope",linear/linear,colluvium derived from igneous and metamorphic rock,,,,,,59,,0,high,moderately high,moderately high,0.7,1.1,1.5,1.7,3.6,4.9,ST-FSL,15,6,24,10,6,100,15,10,19,12,26,13,13,38,0.23,5,7,weak medium subangular blocky structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
